year_month,0-1,1-3,3-5,5-10,10-15,15-30,30+
2005-05,0.5662394568406444,,,,,,
2005-07,0.3077903167334845,,0.24508504355117525,,,,
2005-09,0.3141329076377588,,,,,,
2005-10,,0.3119277535135336,0.4035640575162717,,0.23511506719916214,,
2005-11,0.3552734974989232,0.25046809804069897,0.22992062581786682,0.28929225983309004,,,
2005-12,0.19646664098554825,0.3834707372533615,,,,,
2006-01,0.4502051203726991,0.3491372201959511,0.29983320170587263,0.36076028868879084,,,
2006-02,,0.4058339526425472,0.4268033358246144,,,,
2006-03,0.2181596990985132,0.32719080793234556,0.31605707930117805,0.3782049774298988,,,
2006-04,0.24483436893301774,0.32673087650952815,0.37362340738278976,0.36712988804773217,,,
2006-05,0.2533671087619805,0.3587380025823168,0.36305819711075327,0.17575089165252597,0.27948485835848724,,
2006-06,0.2678498977075313,0.2935816235161995,0.27424388995020693,0.16161432681481822,0.11124591330529676,,
2006-07,0.24603708850326073,0.2353218661129417,0.43938536394412375,0.27469318989330943,0.09748599754624614,,
2006-08,0.24878539324063,0.28164647530753334,0.3569913393831143,0.20958402962262587,0.2331407984875069,,0.3663842867422285
2006-09,0.26466547043336525,0.28448255892995356,0.36192418998370973,0.26573228659729026,0.18677828930266394,0.1568011753562869,
2006-10,0.23914656342937668,0.3402150137878717,0.34118330518048123,0.21895370622450067,0.20017024659309174,,
2006-11,0.22989380834732653,0.2703788162849018,0.35267543237018356,0.2521973889112524,0.14630655970561404,0.5219404709362149,
2006-12,0.2504394349531644,0.2778981747305441,0.32966397049205937,0.22309105044469024,0.2858314363398887,,
2007-01,0.22339878299689178,0.27358749264343424,0.3070212222318208,0.28985137863255467,0.2840829595215142,0.3047017475281848,0.3197930938860052
2007-02,0.2156530177566408,0.2887284699356944,0.33030247083136316,0.3150410334759994,0.33405053303075216,0.2907617974314578,
2007-03,0.24278141077906626,0.28051143766458536,0.32368584562096747,0.30275548729029017,0.3400036760492921,,
2007-04,0.2382606588558221,0.28544756124363463,0.29260555964251533,0.2785889047270541,0.28074714126389777,0.3108796091210799,
2007-05,0.23910083931869097,0.290080130786315,0.2983895592574951,0.28365810380486034,0.3574109785507197,0.2949388256519072,
2007-06,0.20878624134181892,0.2321202752968155,0.26421767614256025,0.29428856512149204,0.36130656943746253,0.30921107813167675,
2007-07,0.24702081201021764,0.27513372326808466,0.3306085735999792,0.267853733689205,0.3396620780210331,0.2598630936127607,0.25346091723716924
2007-08,0.2532669655768023,0.29283060033128594,0.31195990831864,0.2815588273827419,0.3306935174293338,0.23626754705373745,0.2421139968492342
2007-09,0.2327695104166254,0.2641850541015831,0.3040439166009028,0.27507167139799305,0.3431049882761312,0.22308214842058663,0.2388648922496016
2007-10,0.22268294156628696,0.2684181500839464,0.3060736024865407,0.2847761911749852,0.26636349879475774,0.23096124588846137,0.2314705863983896
2007-11,0.22629162298670646,0.26031959001140087,0.281968755795347,0.2750373310686868,0.2831805708850374,0.2369073340319258,0.18318020807383342
2007-12,0.23513832625070608,0.25316297951392863,0.2688767916137339,0.2642663049023418,0.2904707393857252,0.2556597824481062,0.16580658125952752
2008-01,0.23011946533052657,0.24047425181120718,0.27644636184470894,0.22689398299784366,0.26189004467905286,0.20739814431191766,0.387434645978986
2008-02,0.24961035016059288,0.24550695426215194,0.28138997128271437,0.2783607259571214,0.30731475165928435,0.2725222014632484,0.33921927430511967
2008-03,0.22829131091477028,0.24515607163658762,0.28643993739734275,0.2568261891867352,0.304427650487628,0.2713968041043479,
2008-04,0.234254179158627,0.24990604455128684,0.28794344176955894,0.28976160270520945,0.32332746798552814,0.2255337545207327,
2008-05,0.2245656949038909,0.22662519723940333,0.25044607925020224,0.21857993259734865,0.3028382268536602,0.11906225043187024,0.049312440199167425
2008-06,0.23008207703533445,0.24397737527429877,0.27978016949510137,0.25151570394259537,0.31066937500587544,0.3551537602129577,
2008-07,0.2430800971520684,0.2513139014595914,0.2753532572016261,0.252761967934152,0.28859090021418893,0.3460377773234829,
2008-08,0.22520056052754348,0.2340573344473892,0.2610593487398985,0.25037936127250376,0.311596265104401,0.2783431283210178,0.33741013127868613
2008-09,0.21836594405290194,0.2217924069456163,0.2615477760425305,0.25542450142678436,0.31275272364556883,0.26411565125305786,0.31275348222428584
2008-10,0.23637617158291382,0.23123563559208862,0.26004558814879886,0.2658255957484288,0.3036875631805722,0.31725091578315107,0.2486164926678876
2008-11,0.23402064793430452,0.23274804864195017,0.2592474102795844,0.2613826360040426,0.263164796363798,0.2614301437231127,0.32850737682421977
2008-12,0.24871751267534514,0.23462507801262755,0.27506743608520756,0.2644821083038127,0.2744914161368255,0.26327883579110917,0.30570689030694476
2009-01,0.22174230279897,0.24256024992603356,0.28007879062115376,0.27736711323308816,0.305840080800865,0.3641036018581572,0.28119965809138076
2009-02,0.23683437023643975,0.2544351881612456,0.288086505247227,0.2793022446858503,0.3238754866122043,0.34498879013961337,0.3144756819183917
2009-03,0.2297679604814292,0.23953809257402722,0.27046046174037397,0.27434544319640597,0.30277315554369794,0.31588179648216813,0.37937891950932856
2009-04,0.1966633846130381,0.23431497851241853,0.26887671129316254,0.27761032779800326,0.31666052203566,0.29226387151730926,0.23520254537360086
2009-05,0.20698590706626743,0.22684185736775472,0.2542634652093766,0.2726864303258188,0.2998541966474692,0.2894905844867786,0.21063957070480194
2009-06,0.21016526522454404,0.23291561926662768,0.25543116052809495,0.27526540366025903,0.31796882349339267,0.3670942680640201,0.3552313875700926
2009-07,0.22742422459588374,0.23808185728279177,0.2737140824331233,0.2617346312902005,0.31564547600014803,0.2679426313088042,0.13172474954297442
2009-08,0.23327070889250562,0.23312585978849587,0.2654450659316451,0.2627710353250809,0.3096934168066166,0.3430253214103422,0.1711552419058966
2009-09,0.2154439936473258,0.2501591629792745,0.26762449060775945,0.26585219836310425,0.2687003497678638,0.3512406589552476,0.18624856088367917
2009-10,0.21933819245827088,0.2355664233629266,0.3045189517050612,0.27247391351377537,0.26594567207431413,0.3703713048371868,0.23185054426216686
2009-11,0.21042200836340355,0.2343031051034495,0.28436467504557383,0.2698624507605438,0.27390868895006604,0.3597707285274619,0.16405920662079151
2009-12,0.21989567434966495,0.24210625525529633,0.27073048671530614,0.26195880077725753,0.2807018947586063,0.3289489234325832,0.19430782395281007
2010-01,0.21129754514703322,0.22929625385867305,0.2654269048510189,0.26903067276501796,0.27756698310238215,0.31820298130346164,0.23987368750525107
2010-02,0.22600714421348647,0.23787979852536287,0.2650635692445398,0.2685904764317784,0.30449015123426515,0.34168785909893945,0.2543554483492322
2010-03,0.198977549803964,0.22281259554432903,0.25653599061104027,0.2537654517956148,0.2609764910959895,0.2041924827653787,0.19088989858631505
2010-04,0.20514843580459025,0.22615570489709974,0.2618869513658457,0.2619985296062413,0.27397493570015297,0.2730599575873054,0.16939646047002088
2010-05,0.20481234359849243,0.22926046163988614,0.25804925191523626,0.2504814642141451,0.25173641631992455,0.2718577967681072,0.2087597962309083
2010-06,0.21593223075850287,0.23608560856306873,0.2672503391789091,0.257496019124567,0.22170253177624266,0.2902877463881389,0.22449426196992642
2010-07,0.20642187784167712,0.23058046868881904,0.2648523711728854,0.25997407858502747,0.22735480955276471,0.24989515340991478,0.17156313491102726
2010-08,0.18358208606832077,0.23191356918869246,0.25785787611190236,0.24741034552591235,0.24209916901933085,0.28280202356884043,0.2703108844778642
