year_month,0-1,1-3,3-5,5-10,10-15,15-30,30+
2005-05,0.5549685355672768,,,,,,
2005-07,0.30098631643913903,,0.23689948421351348,,,,
2005-09,0.30429801018927805,,,,,,
2005-10,,0.31590284777155503,0.40736270716467304,,0.22931069545821378,,
2005-11,0.3538140070815274,0.25420226201143115,0.2372571749346321,0.2848095917582735,,,
2005-12,0.2039603275461088,0.383680540161455,,,,,
2006-01,0.45259303489865044,0.34796053909117786,0.29516981688278604,0.3647506324553795,,,
2006-02,,0.4122772045014571,0.4271613266964059,,,,
2006-03,0.21891353813042805,0.3289926113411447,0.32324468431594316,0.3779514964608525,,,
2006-04,0.2442627092550313,0.32596112093798446,0.38030908597819246,0.3624830511309399,,,
2006-05,0.25471773957832156,0.35899842982534524,0.3637331473464391,0.18016822603497104,0.28749027939406074,,
2006-06,0.2695877613912192,0.29741495514158584,0.2763326012025603,0.1627695558884509,0.11474164859410838,,
2006-07,0.24740014226236537,0.23575110807392133,0.4442092727710018,0.27397044484322586,0.08862363413295103,,
2006-08,0.24919987414826633,0.2806149257733171,0.3622086092480773,0.2110860140852731,0.23271049180491649,,0.35538614294081566
2006-09,0.2704545372593817,0.2870332347959435,0.3661756966101098,0.26763752906218496,0.1886001972251801,0.16298293485424886,
2006-10,0.24091441575059053,0.34423118250006346,0.34663553065220437,0.21886449399058083,0.19616890173447996,,
2006-11,0.2329966726763947,0.2750291717908203,0.3564360046449544,0.25186335159414547,0.14046896154636065,0.5127036653154746,
2006-12,0.26088771988835263,0.2811856350261074,0.33203617980655165,0.2225349272769942,0.2824508573159856,,
2007-01,0.228253595561603,0.2767045652870028,0.3102118170534386,0.29184486649642283,0.2888103104629439,0.3142089032033955,0.3128684736938332
2007-02,0.2245508018578638,0.2918793651806891,0.33499026065552673,0.3148951632965701,0.33992088291047823,0.3034915824686625,
2007-03,0.24480799413045545,0.2829905500074501,0.3274330553153544,0.3047622098438734,0.3407639554484824,,
2007-04,0.24027273083615444,0.28897191937903577,0.2951182869237968,0.28128770763285027,0.2861193586763428,0.32665823869903393,
2007-05,0.23824775050955047,0.29235420075754864,0.30103956613054655,0.28711020216195626,0.35205667234034577,0.29692601138867786,
2007-06,0.2073987654752852,0.23228300158931053,0.26601390691627425,0.2992491556445181,0.3601775973113706,0.3167637489246276,
2007-07,0.24822558996079208,0.2761766799196535,0.3345774047731474,0.26976582180752606,0.3354993272196116,0.25726826133748903,0.24756753480399513
2007-08,0.2551519184985396,0.294252513948766,0.3145867690363847,0.2850121645093889,0.3313950235945147,0.24682918038303223,0.24483979742960185
2007-09,0.2343097720894448,0.26415826472886916,0.30683447756200843,0.28008770776379166,0.34646024837953254,0.22754625381366864,0.23949953372650812
