year_month,0-1,1-3,3-5,5-10,10-15,15-30,30+
2005-05,0.5652625853837983,,,,,,
2005-07,0.3295900101938025,,0.2728205373399224,,,,
2005-09,0.3431842163794776,,,,,,
2005-10,,0.3524473835833645,0.4430525926859939,,0.2676491306366775,,
2005-11,0.39057598153102374,0.2972729342689468,0.27791339109609603,0.3249087547948445,,,
2005-12,0.2512160538368064,0.4280671227886313,,,,,
2006-01,0.4788382644596103,0.3767993083177943,0.3402474677481743,0.3952909332803001,,,
2006-02,,0.44493924830264664,0.46372040676806153,,,,
2006-03,0.26153930926245283,0.36367818919461137,0.3563019983543873,0.40701805233478555,,,
2006-04,0.28634523451234006,0.36042494161651323,0.41460272940556364,0.4063485179255303,,,
2006-05,0.29820092529551717,0.3982158819041303,0.4001165976675149,0.22034166175950184,0.32903697023636447,,
2006-06,0.3123304971306087,0.33395114123582165,0.31447932259839295,0.207552289269067,0.15494541396418682,,
2006-07,0.29540988161836523,0.2801210730721722,0.47461728711378315,0.31495253765138154,0.14770605688825172,,
2006-08,0.29505148851352164,0.3225470833098542,0.3956268070241012,0.2525144454473765,0.27752532627644605,,0.39305987733523806
2006-09,0.31394659250288276,0.32845656736567425,0.4022001703466299,0.310154197558735,0.23271884718394228,0.20658793429420935,
2006-10,0.2901187030398016,0.3795884351327381,0.3826329635808953,0.26165529555826705,0.2426819908516562,,
2006-11,0.28371423532035606,0.31745845545141155,0.39249377661636636,0.2931259901795681,0.18968030710970865,0.5402046798604764,
2006-12,0.30975050697938233,0.3257823756723328,0.3709808364912175,0.2660595682242978,0.33267000141418546,,
2007-01,0.27959818841124146,0.32140999698404776,0.35196820560962144,0.3328310160481227,0.33188834047048205,0.35100468044622535,0.3528707257395763
2007-02,0.26773806730848476,0.3338045419331247,0.37420052731014664,0.35548795340225825,0.3759044988418875,0.3423416756908479,
2007-03,0.2945976317318236,0.3270859201316566,0.3668277551385161,0.3456075128136342,0.38087357861039517,,
2007-04,0.2891059393157014,0.3329288257626784,0.33707295859318553,0.3258286409466207,0.3312356095995456,0.3497195832159078,
2007-05,0.2891962423853037,0.33590601331066927,0.3411404203216394,0.32878587529362,0.3928590672933518,0.33063975923770295,
2007-06,0.2573461299595283,0.28056660841312303,0.30945968752708036,0.33963712610062907,0.3970921064379223,0.3445775515229427,
2007-07,0.29506932019843024,0.3212518518576675,0.37306478841081786,0.31022047715676776,0.3756607526017779,0.2920042790739471,0.2887802696116999
2007-08,0.3008043683356212,0.33827708353897906,0.3556059153523577,0.32376638350525,0.3713791745029233,0.2849093504984653,0.2896160678171208
2007-09,0.28157194601081464,0.3099307320579536,0.34675234637840624,0.3177128632424425,0.3839435620607803,0.26487296342247446,0.28031375891366916
2007-10,0.2726183199322463,0.3154257583495072,0.34961495399178794,0.3285515352979524,0.31512178703525967,0.26936470585969496,0.27501310724898764
2007-11,0.2768917891964723,0.3072510694949439,0.3262724820445079,0.31993131736172387,0.33134997448097775,0.2763550182109127,0.2248902992611945
2007-12,0.2833270474557477,0.3001426637323957,0.31446082045307483,0.30489461625974623,0.32712192773691123,0.2961205119578869,0.21682409185577886
2008-01,0.2788168862571776,0.2875379610793944,0.320296764582981,0.27069526668541805,0.30607311758704353,0.23605952370958705,0.4157772218292338
2008-02,0.30107804321720044,0.2940292962820716,0.3261427391674772,0.3189359103525381,0.351651123155184,0.3172554594876426,0.3799751200238269
2008-03,0.27721426063084814,0.2935127453405414,0.3290671681832731,0.2995334057047677,0.3441174140053412,0.3002990295559208,
2008-04,0.2821147421239225,0.2964723860165601,0.3317271315958746,0.33076164562451327,0.3645116521533215,0.2785037048349165,
2008-05,0.27352610621182877,0.2751141948580143,0.29442839101295887,0.25815988120380895,0.341581715792033,0.153250236906279,0.07471581848358701
2008-06,0.28058024888537697,0.29204670749170003,0.3239274025682261,0.2939974989998793,0.3491350572753723,0.39261817465378573,
2008-07,0.29307277714450625,0.30022383163676925,0.3210280787999047,0.2966278593927943,0.32496255332134394,0.38883795844930374,
2008-08,0.27416040296412403,0.2805084555204016,0.3049264842113478,0.2936184913981316,0.3466605678536991,0.3200417605641678,0.3822967957670811
2008-09,0.2672363467961622,0.2672188748722627,0.3052849609577919,0.2986472531663721,0.35218944320846274,0.31405412423299317,0.3599450813069909
2008-10,0.2859618213431251,0.2766612056761683,0.3038011846627591,0.30859215071524526,0.3433663067590987,0.3580160921659276,0.31504263627207174
2008-11,0.2832830425678159,0.27703552751167826,0.30197921084099966,0.30381723162619684,0.3029216233343773,0.29934436473027104,0.36982174867000256
2008-12,0.29768280150197857,0.2791600208816559,0.31748736742309797,0.3056174047323157,0.322887044936811,0.30505226410690145,0.3404792561843639
2009-01,0.2707268508997812,0.28761258327591127,0.3235288590140862,0.3173906070115416,0.34793925937396025,0.39969002367623674,0.3127817644535432
2009-02,0.2857667812350036,0.29852473043625644,0.32968209483416916,0.31949853298544,0.3620583918784156,0.3782202509714368,0.33755652080112997
2009-03,0.2774569556611391,0.28594429721202635,0.3116620154758644,0.3129445001256353,0.3400670822931634,0.35014079223455385,0.4044617692947486
2009-04,0.2451673309989632,0.2787266219779182,0.3096683170696412,0.3144994103559806,0.35096204240843504,0.33398815648423635,0.2812107715040194
2009-05,0.25261288538446214,0.27071247326650855,0.2956521319942924,0.3113771118468549,0.33315178741900764,0.32711023144364626,0.2566356208073791
2009-06,0.25487677648324264,0.2772813290051656,0.2964714469245484,0.31315420979792613,0.35046700830653515,0.3976830298535974,0.38017481407856096
2009-07,0.27177081811379067,0.2815020376402706,0.31611118460786924,0.30124619645430684,0.3511894470645788,0.3043634051830317,0.16783309052050996
2009-08,0.2780128161785994,0.2761642831088362,0.30679210798098744,0.3024490984233371,0.344057957709619,0.37626892178266774,0.21637576221064567
2009-09,0.2624098800675485,0.2932535507370607,0.3099951828992262,0.3055042495420065,0.30421664322086556,0.3891185656796845,0.23114504306512693
2009-10,0.26573240933718983,0.27934507509730006,0.3458771830243852,0.3115750246382075,0.29973840303369065,0.41179928335511296,0.2699023805876376
2009-11,0.2567636243481746,0.2782489893591026,0.3246250673582996,0.3092153344860577,0.30912669262822695,0.395201782563322,0.20776332482044393
